대분류코드,대분류명,소분류코드,소분류명,백문일련번호,주제,질문,답변,원문링크
84,부동산/임대차,169,주택임대차,2470,집 수리비,임차한 집에 거주하던 중 제 돈으로 집수리를 했습니다. 나중에 돌려받을 수 있나요?,"임차인이 집수리를 위해 지출한 필요비나 유익비는 임대인에게 그 비용을 반환 청구할 수 있습니다.
임대차 계약이 종료된 후에도 필요비나 유익비를 반환받지 않았다면 주택의 인도를 거부할 수 있습니다.
◇ 필요비 상환청구
☞ “필요비”란 임대차계약이 목적에 따라 임차주택을 사용·수익하는 데 적당한 상태를 보존, 유지하기 위해 필요한 모든 비용을 말합니다.
☞ 여기에는 임대인의 동의 없이 지출한 비용도 포함됩니다. 임차인은 임차주택의 보존에 관해 필요비를 지출한 때에는 비용이 발생한 즉시 임대인에게 그 비용을 청구할 수 있습니다.
☞ 다만, 임차인이 별 비용을 들이지 않고 손쉽게 고칠 수 있을 정도의 사소한 것이어서 임차인의 사용·수익을 방해할 정도의 것이 아니라면 그 수선의무는 임차인이 부담합니다.
◇ 유익비 상환청구
☞ “유익비상환청구권”이란 임차인이 임대차관계로 임차주택을 사용·수익하던 중 그 객관적 가치를 증가시키기 위해 투입한 비용이 있는 경우 임대차 종료 시에 그 가액의 증가가 현존한 때에 한해 임대인에게 임대인의 선택에 따라 임차인이 지출한 금액이나 그 증가액의 상환을 청구할 수 있는 것을 말합니다.
☞ 따라서 유익비의 상환은 임차인이 임차기간 중에 지출한 유익비에 한하여 인정되고, 임차인이 유익비를 지출하여 증가된 가액이 임대차 종료 시에 현존해야 청구할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=5&cciNo=3&cnpClsNo=1
84,부동산/임대차,169,주택임대차,2480,장기수선충당금,임차인인 제가 장기수선충당금을 내야하나요?,"장기수선충담금은 아파트와 같은 공동주택의 주요시설을 보수하기 위해 아파트 관리비로 내는 돈입니다.
따라서 소유자가 부담해야 하는 항목이지만 편의상 공동주택의 관리규약에 따라 임차인이 관리비와 함께 내고 있습니다.
이 돈은 임차인이 나중에 이사갈 때 집주인에게 반환을 청구하여 돌려받을 수 있습니다.
◇ 장기수선충당금
☞ “장기수선충당금”이란 아파트와 같은 공동주택의 관리주체가 장기수선계획에 따라 공동주택의 주요시설의 교체 및 보수에 필요한 금액을 해당 공동주택의 소유자로부터 받아서 적립하는 돈을 말합니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=5&cciNo=3&cnpClsNo=3
84,부동산/임대차,169,주택임대차,2465,집주인이 바뀐 경우,계약기간이 끝나기 전에 집주인이 집을 다른 사람에게 팔아 주인이 바뀐 경우 새 주인이 나가라고 하면 나가야 하나요?,"대항요건을 갖춘 경우에는 그 집에서 계속 살 수 있습니다. 임차주택의 양수인은 임차주택에 대한 소유권과 임차인에 대한 전(前) 임대인의 권리·의무도 함께 승계하게 됩니다. 따라서 「주택임대차보호법」의 적용을 받는 임차인이 주택의 인도와 전입신고라는 대항요건을 갖춘 경우에는 집주인이 바뀌더라도 임차인은 전(前) 임대인과 체결한 임대차계약 기간 동안 자신의 임차권을 주장할 수 있습니다.
◇ 임대인의 지위 승계
☞ 임차주택의 양수인, 그 밖에 상속, 경매 등으로 임차주택의 소유권을 취득한 사람은 임대인의 지위를 승계합니다.
☞ 양도인인 임대인과 임차인 사이에 당연승계를 배제하는 내용의 특약은 임차인에게 불리한 약정으로 그 효력이 없습니다.
◇ 임대인의 지위승계와 임대차계약의 해지 여부
☞ 임차주택의 양수인에게 대항할 수 있는 임차인은 임차주택이 양도되는 경우에도 임차 주택을 계속하여 사용·수익할 수 있습니다.
☞ 그런데 임차주택의 양수인에게 대항할 수 있는 임차인이 스스로 임대인의 지위승계를 원하지 않는 경우에는 임차인이 승계되는 임대차관계의 구속으로부터 벗어날 수 있다고 보아야 하므로, 임차주택이 임대차 기간의 만료 전에 경매되는 경우 임대차계약을 해지하고, 우선변제를 청구할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=4&cciNo=3&cnpClsNo=4
84,부동산/임대차,169,주택임대차,2472,재계약,임대인과 임차인 모두 계약갱신에 대한 별다른 말이 없는 경우 계약은 어떻게 되나요?,"임대인과 임차인 모두 특별히 별도의 말이나 행동이 없는 경우 임대차계약은 갱신된 것으로 봅니다.
◇ 묵시적 갱신의 요건
☞ 임대인이 주택임대차계약 종료시점인
2020
년
7
월
31
일을 기준으로 6개월 전부터 1개월(2020년 12월 10일 이후 최초로 체결되거나 갱신된 임대차의 경우는 2개월) 전의 기간에 임차인에게 갱신거절이나 계약 조건을 변경하겠다는 통지를 하지 않았어야 합니다
.
☞ 임차인도 임대기간 종료시점의 1월 전까지 위와 같은 통지를 하지 않았어야 합니다.
◇ 묵시적 갱신의 효과
☞ 위와 같은 경우 원래의 임대차계약과 동일한 조건으로 다시 임대차가 된 것으로 봅니다. 이것을 묵시적 갱신이라고 합니다.
☞ 묵시적 갱신이 된 경우에도 그 존속기간은 2년이 되지만 임차인은 언제든지 계약해지통고를 할 수 있습니다. 해지통고를 임대인에게 하고 3개월이 지나면 효력이 발생합니다.
◇ 묵시적 갱신의 예외
☞ 매달 차임을 지급해야 하는 임대차계약인 경우 임차인이 2기의 차임액에 달하도록 연체하거나, 그 밖에 임차인으로서의 의무를 현저히 위반한 경우에는 계약이 묵시적으로 갱신되지 않습니다. 따라서 임차인에게 이러한 사유가 있으면 임대인이 이러한 사유로 임대차계약을 굳이 해지하지 않더라도 임대차는 원래의 임대차 기간이 만료되면 종료됩니다.
◇ 대항력과 우선변제권
☞ 묵시적으로 계약이 갱신된 경우에는 다시 계약서를 작성할 필요가 없고, 임대인의 요구로 새로 계약서를 작성한 경우에도 확정일자를 받은 종전의 계약서를 그대로 보관하면 됩니다. 그러면 종전의 대항력과 우선변제권이 그대로 유지됩니다.
◇
계약갱신청구권
☞ 임대인이 2020년 7월 31일을 기준으로 6개월 전부터 1개월(2020년 12월 10일 이후 최초로 체결되거나 갱신된 임대차의 경우는 2개월) 전까지의 기간에 임차인에 대해 갱신거절의 통지나 조건을 변경하는 의사표시를 하더라도 임차인은 그 기간에 계약갱신청구권을 행사할 수 있습니다. 이 경우 기존 계약 조건에 따라 갱신되고(다만, 보증금을 5%를 초과하지 않는 범위에서 증액 가능) 임대인은 정당한 사유 없이 거절하지 못합니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=4&cciNo=4&cnpClsNo=1
84,부동산/임대차,169,주택임대차,2462,전세금을 올려달라면?,임차한 집에서 8개월째 거주 중인데 집주인이 주변 시세가 올랐다며 보증금을 올려달라고 합니다. 올려줘야 하나요?,"올려주지 않아도 됩니다.
임대인의 보증금 증액청구는 임대차계약 또는 약정한 보증금의 증액이 있은 후 1년 이내에는 할 수 없습니다.
설사 1년이 지나서 증액을 청구한다 하더라도 약정한 보증금의 20분의 1의 금액을 초과하여 청구할 수 없습니다.
따라서 계약기간이 1년이 지나고 질문과 같이 보증금이 5천만원인 경우에는 250만원을 넘지 않는 범위에서는 증액을 요구할 수 있습니다.
◇ 임대인의 차임·보증금 증액
☞ 임대인은 약정한 차임이나 보증금이 임차주택에 관한 조세, 공과금, 그 밖의 부담의 증가나 경제사정의 변동으로 인하여 적절하지 않게 된 경우에는 장래에 대하여 그 증액을 요구할 수 있습니다.
◇ 임대인이 요구할 수 있는 차임·보증금의 증액 한도
☞ 증액 한도는 약정한 차임·보증금의 20분의 1을 넘지 못합니다.
◇ 임대인이 증액 한도를 초과하여 증액을 요구하는 경우
☞ 계약기간이 1년이 지났고 보증금이 5천만원인데 집주인이 보증금 1천만원의 인상을 계속 요구하는 경우에는 법원에 가서 보증금의 5%인 250만원을 공탁하면 차임의 연체를 면하게 되고 그 집에서 계속 살 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=4&cciNo=1&cnpClsNo=2
84,부동산/임대차,169,주택임대차,2467,경매,임차하여 살고 있는 집이 경매로 넘어갔다고 합니다. 보증금을 돌려받을 수 있을까요?,"대항력과 확정일자를 받았다면 임차인은 우선변제권을 갖고, 이 경우 임차인은 임차주택이 경매 또는 공매에 붙여졌을 때 그 경락대금에서 다른 후순위권리자보다 우선하여 보증금을 변제받을 수 있습니다.
◇ 우선변제권
☞ 우선변제권이란 임차인이 보증금을 다른 채권자보다 우선 변제받을 수 있는 권리를 말합니다.
☞ 임차인은 ① 대항요건(주택의 인도 및 전입신고)과 ② 임대차계약서상의 확정일자를 갖춘 경우에는 우선변제권을 갖습니다.
◇ 확정일자
☞ 확정일자란 증서가 작성된 날짜에 주택임대차계약서가 존재하고 있음을 증명하기 위해 법률상 인정되는 일자를 말합니다.
☞ 임차인, 임차인의 대리인 등 주택임대차계약서의 소지인은 주택소재지의 읍사무소, 면사무소, 동 주민센터 또는 시·군·구의 출장소에서 확정일자를 부여받을 수 있습니다.
☞ 확정일자를 받기 위해서는 ① 임대인·임차인의 인적사항, 임대차 목적물, 임대차 기간, 보증금 등이 적혀 있고, ② 계약당사자의 서명 또는 기명날인이 되어 있는 완성된 문서여야 합니다.
☞ 주택임대차의 주택과 그 기간 등이 기재되어 있지 않은 영수증 등에 확정일자를 받더라도 우선변제권의 효력은 발생하지 않으므로 주의를 요합니다.
◇ 우선변제권의 발생시기
☞ 임차인이 주택의 인도와 전입신고를 마친 당일 또는 그 이전에 주택임대차계약서에 확정일자를 갖춘 경우에는 주택의 인도와 전입신고를 마친 다음날 오전 0시부터 우선변제권이 생깁니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=2&cciNo=3&cnpClsNo=1
84,부동산/임대차,169,주택임대차,2481,고장 난 보일러,집주인이 보일러는 임차인인 제가 고치는 것이라고 합니다. 이게 맞나요?,"집주인이 고쳐야 합니다. 임대인은 임대차계약이 존속하는 동안 임차인에 대하여 임대물의 사용·수익에 필요한 상태를 유지해야 할 의무가 있습니다. 보일러는 임대물의 사용·수익에 필수적인 사항이므로 집주인인 임대인은 이를 고쳐줘야 합니다.
◇ 임대인의 의무
☞ 임대물에 하자가 생겼을 경우에는 임대인은 이를 수리하여 완전한 상태로 임차인이 사용할 수 있도록 해야 합니다.
☞ 그러나 비용부담이 매우 적은 사소한 하자나 소모품 교환 정도는 임차인이 부담해야 합니다.
◇ 임대인이 수리를 거부하는 경우
☞ 임차인은 하자를 수리한 후 그 비용을 임대인에게 청구할 수 있습니다.
☞ 또한, 임차인은 계약을 해지하여 보증금의 반환을 임대인에게 청구할 수 있습니다. 그리고 임차인은 임차 주택의 하자 때문에 생긴 손해와 수리를 하거나 계약을 해지하면서 생기는 손해에 대한 배상도 임대인에게 청구할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=4&cciNo=2&cnpClsNo=2
84,부동산/임대차,169,주택임대차,2478,보증금 반환거부 시 월세문제,임대차 계약기간 만료 후 보증금을 돌려받지 못해 그 집에서 계속 거주할 경우 월세를 내야하나요?,"그 집에서 계속 사는 동안은 월세를 계속 내야 합니다. 임대차 계약이 종료된 후에 임차인이 주택을 넘겨주는 의무와 임대인의 보증금 반환 의무는 동시에 행해져야 합니다.
◇
임차주택의 반환 및 임차보증금의 반환
☞ 임대차기간이 끝난 경우에도 임차인이 보증금을 반환받을 때까지는 임대차관계가 존속되는 것으로 봅니다. 따라서 임대인과 임차인은 임대차계약상의 권리의무를 그대로 가지게되므로 집에서 계속 거주하는 동안은 월세를 내야 합니다.
◇
임차권등기명령
☞ 임차인은 임대차가 종료된 후 보증금을 반환받지 못한 경우 임차권등기명령을 신청할 수 있는 권한을 얻게 되고, 임대차등기명령에 따라 임차권등기를 마치면 대항력과 우선변제권을 취득하거나 유지할 수 있게 됩니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=5&cciNo=1&cnpClsNo=1
84,부동산/임대차,169,주택임대차,2463,갑자기 이사 나가야 할 때,아직 임대차 계약기간이 남았는데 보증금을 돌려받을 수 있을까요?,"군 입대는 임차인이 임대차기간 중에 계약을 중도 해지할 수 있는 사유에 해당하지 않습니다.
따라서 약정한 기간이 남은 임대차의 경우에는 보증금을 돌려받을 수 없으며, 약정한 기간은 사용 여부와 상관없이 월세를 지급해야 합니다.
◇ 임차인이 임대차계약을 중도 해지할 수 있는 경우
☞ 임차인은 임대차기간이 남았더라도 다음의 경우에는 계약을 해지할 수 있습니다.
· 임대차 계약을 할 때 중도 해지에 관한 특약(약정해지권)을 한 경우
· 계약기간을 정하지 않은 경우
· 임대인이 임차인의 의사에 반하여 보존행위를 하여 임차인이 그로 인해 임차의 목적을 달성할 수 없는 경우
· 임차주택의 일부가 임차인의 과실 없이 멸실 등을 하여 그 잔존 부분으로는 임차의 목적을 달성할 수 없는 경우
◇ 임대차계약의 해지
☞ “임대차계약의 해지”란 임대인 또는 임차인이 임대차기간이 만료되기 전에 임대차계약을 끝내고 싶다는 일방적인 의사표시를 상대방에게 표시하여 장래에 향해 그 계약의 효력을 소멸시키는 것을 말합니다.
☞ 임대차계약을 중도에 해지하려는 경우에는 내용증명우편으로 해지의 의사표시를 하는 편이 좋습니다. 내용증명우편에는 중도해지의 사유와 임대차계약의 해지 의사를 표명하고, 임차보증금을 반환해 달라는 등의 내용을 기재하면 됩니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=5&cciNo=1&cnpClsNo=1
84,부동산/임대차,169,주택임대차,2476,전세 기간,"주택 임대차 계약을 체결하려는데, 주변에서 계약기간을 1년으로 하라고 합니다. 어떻게 하는 것이 좋을까요?","계약기간을 1년으로 하시더라도 최소한 2년의 계약기간을 보장받을 수 있습니다. 그리고 임차인은 계약대로 1년의 기간을 주장할 수도 있습니다.
◇ 임대차계약 기간
☞ 주택 임대차 계약을 체결하는 경우 계약서에 계약 기간을 정하지 않았거나 기간을 2년 미만으로 정했더라도 임차인은 최소한 2년의 기간을 보장받을 수 있습니다.
☞ 다만, 임차인은 2년 미만으로 정한 기간이 유효함을 주장할 수 있으므로 만약 계약기간을 1년으로 정했다면, 임차인은 2년 동안 임대차 기간을 보장받으면서도 필요한 경우에는 1년 후에 계약을 해지하고 임대인에게 보증금을 돌려받을 수 있습니다.
☞ 그러나 1년의 계약을 하더라도 임대인은 이를 계약의 내용으로 주장할 수 없습니다. 「주택임대차보호법」제4조는 편면적 강행규정으로 임차인에게 불리한 것으로 효력이 없기 때문입니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=2&cciNo=2&cnpClsNo=2
84,부동산/임대차,169,주택임대차,2464,보증금 못 받고 이사 나갈 때,이사하려는데 집주인이 보증금은 새로운 세입자가 들어오면 그 때 준다고 합니다. 이사해도 될까요?,"「주택임대차보호법」은 주택의 인도와 주민등록을 대항력의 취득 및 존속 요건으로 하고 있기 때문에 임차인이 임대차가 종료되었음에도 보증금을 돌려받지 못하고 이사를 가게 되면 종전에 취득하였던 대항력 및 우선변제권이 상실되므로 보증금을 돌려받기 어려워지게 됩니다.
이러한 문제를 해결하기 위해 임차권등기명령제도는 법원의 집행명령에 따른 등기를 마치면 임차인에게 대항력 및 우선변제권을 유지하게 하면서 임차주택에서 자유롭게 이사할 수 있게 하는 제도입니다.
◇ 임차보증금의 반환 및 임차주택의 반환
☞ 임대차가 종료되더라도 임차인이 보증금을 돌려받을 때까지는 임대차관계가 존속하는 것으로 간주되므로, 임대인과 임차인은 임대차계약상의 권리의무를 그대로 가지게 됩니다.
☞ 임대차가 종료되었는데도 집주인이 보증금을 돌려주지 않는 경우에는 이사를 가면 대항력과 우선변제권이 없어지기 때문에 보증금을 반환받을 때까지 이사를 가지 않는 것이 좋습니다.
◇ 임차권등기명령제도
☞ 임차인은 임대차가 종료된 후 보증금이 반환되지 않은 경우에 임차권 등기명령을 신청할 수 있는 권한을 얻게 됩니다.
임차권등기명령을 받아서 임차권등기를 해 놓으면 대항력과 우선변제권을 취득하거나 유지할 수 있게 됩니다.
따라서 임차인은 임차권등기를 마친 후 임차주택을 인도하고 이사를 가더라도 대항력과 우선변제권을 유지할 수 있게 됩니다.
또한, 차임지급의무를 면하고, 임대인이 보증금반환채권을 지체한 것에 대한 지연손해금채권을 가지게 됩니다.
☞ 임차인은 임차권등기명령의 신청과 그에 따른 임차권등기와 관련하여 든 비용을 임대인에게 청구할 수 있습니다.
☞ 임차권등기명령제도는 가까운 법원의 민원실에서 안내받을 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=5&cciNo=2&cnpClsNo=1
84,부동산/임대차,169,주택임대차,2466,소액보증금 최우선변제,이사하고 바빠서 전입신고를 6개월 늦게 한 사이에 저당권이 설정되었습니다. 집에 경매신청이 들어올 경우 전세보증금을 돌려받을 수 있을까요?,"소액임차인의 보증금을 보호하기 위해 특별히 인정하는 최우선변제권이라는 권리가 있습니다. 소액임차인에 해당되고, 경매신청 등기 전에 주택의 인도와 주민등록을 마쳐 대항력을 갖고 있는 경우 선순위 담보물권자가 있더라도 보증금 중 일정액을 그 담보물권자보다 우선하여 변제받을 권리입니다. 또한 비록 소액임차인에 해당하지 않더라도 주택의 인도와 주민등록을 마치고 확정일자를 갖춘 경우 다른 담보물권자와 함께 순위에 따라 변제받을 수 있습니다.
실제 변제받으려면 소액임차인은 임차주택이 경매 또는 체납처분에 따라 매각되는 경우에 집행법원에 배당요구를 하거나 체납처분청에 우선권 행사를 하겠다는 신고를 해야 합니다.
◇ 소액임차인의 범위
☞ 아래 구분에 따른 기준 금액을 보증금으로 지불한 임차인이 소액임차인에 해당합니다.
[표]
구분 | 기준 금액
서울특별시 | 1억6천500만원 이하
「수도권정비계획법」에 따른 과밀억제권역(서울특별시 제외), 세종특별자치시, 용인시, 화성시 및 김포시 | 1억원4천500만원 이하
광역시(「수도권정비계획법」에 따른 과밀억제권역에 포함된 지역과 군지역 제외), 안산시, 광주시, 파주시, 이천시 및 평택시 | 8천500만원 이하
그 밖의 지역 | 7천500만원 이하
[표 끝]
◇ 우선변제 금액
☞ 소액임차인이 우선변제를 받을 수 있는 금액은 그 보증금 중 다음의 구분에 따른 금액입니다. 이 경우 우선변제금액이 주택가격의 2분의 1을 초과하는 경우에는 주택가격의 2분의 1에 해당하는 금액을 변제받습니다.
[표]
구분 | 우선변제금액
서울특별시 | 최대 5천500만원
「수도권정비계획법」에 따른 과밀억제권역(서울특별시 제외), 세종특별자치시, 용인시, 화성시 및 김포시 | 최대 4천800만원
광역시(「수도권정비계획법」에 따른 과밀억제권역에 포함된 지역과 군지역 제외), 안산시, 광주시, 파주시, 이천시 및 평택시 | 최대 2천800만원
그 밖의 지역 | 최대 2천500만원
[표 끝]",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=629&ccfNo=5&cciNo=2&cnpClsNo=2
84,부동산/임대차,459,전세사기 피해자 지원,6442,전세사기피해자 주거지원,전세사기를 겪고나니 전셋집을 구하기가 두렵습니다. 나라에서 주택을 낙찰받아 임대해주는 제도가 있다고 들었는데 자세히 알 수 있을까요?,"네, 전세사기 걱정 없이 주변 시세보다 저렴하게 이용할 수 있는 “든든전세주택”에 지원해보세요.
◇
“
든든전세주택
”
이란
?
☞ “든든전세주택”이란 주택도시보증공사(HUG)가 전세금을 대신 변제하고 경매 신청된 주택을 직접 낙찰받아 전세로 공급하는 공공임대주택으로, 보증금 미반환 우려없이 주변 시세보다 저렴하게 이용할 수 있는 주택을 말합니다.
◇
든든전세주택의 유형
☞ 든든전세주택은 다음과 같은 유형으로 구분됩니다.
[표]
구분 | 든든전세주택 유형 Ⅰ ( 기존 ) | 든든전세주택 유형 Ⅱ (‘24. 8. 신설 )
개념 | 주택도시보증공사(HUG)가 전세금을 임대인 대신 변제한 주택 중 경매가 진행된 주택을 직접 낙찰받아 공급하는 형태 | 주택도시보증공사(HUG)가 전세금을 임대인 대신 변제한 주택 중 경매가 미진행된 주택을 변제금액 이내로 협의하여 매입하는 형태
매입 대상 | 수도권 내 연립, 다세대, 주거용 오피스텔
임대인 요건 | 전세보증 가입주택 3채 이상을 보유한 사람 | 전세보증 가입주택 2채 이하를 보유한 사람
임차조건 | 1. 무주택자(소득·자산 무관) 추첨제 공급 2. 주변 시세 90% 수준 전세보증금으로 제공 3. 최대 8년 거주 가능
기대효과 | 보증금이 미반환 될 우려 없이 저렴하게 장기간 거주 가능
[표 끝]
※ 그 밖에 든든전세주택의 지역별 모집공고 등 자세한 사항은 [주택도시보증공사(HUG) 안심전세포털(
https://www.khug.or.kr/jeonse
)-든든전세주택]에서 확인 가능",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1972&ccfNo=2&cciNo=2&cnpClsNo=3
84,부동산/임대차,459,전세사기 피해자 지원,6438,중개보조원의 불법행위 관련 임대인의 사용자책임 인정 여부,"전세계약 체결 권한이 없는 중개보조원으로 인해 피해를 입었는데, 위임한 후 제대로 관리하지 않은 임대인에게도 책임을 물을 수 있을까요?","네, 중개보조원을 통해 임대부동산을 관리해오던 임대인은 중개보조인의 불법행위에 대해 사용자책임을 부담할 수 있습니다.
◇
권한을 위임받은 중개보조원의 불법행위에 대한 임대인의 책임
☞ 중개보조원이 전세계약 체결 권한이 있는 것처럼 임차인을 속여 전세계약을 체결한 다음 보증금을 자신의 계좌로 송금받아 편취하는 불법행위를 저지르자 임차인이 임대인을 상대로 사용자책임을 구한 사안에서, 대법원은 다음의 이유로 임대인이 사용자책임을 부담한다고 판시하였습니다.
· 임대인이 중개보조원에게 임대차계약의 체결, 월 임대료와 보증금의 수령, 수선의무 이행, 보증금 반환 등의 업무를 위탁하여 계속적으로 사무를 처리해온 것으로 보이는 점
· 중개보조원은 임대인의 의사에 따라 위탁업무를 처리해온 점
· 임대차계약의 핵심인 월 임대료와 보증금의 수령행위는 객관적으로 위탁자인 임대인의 지휘·감독 범위에 속하는 점
· 임대인이 임대수익을 얻기 위해 오피스텔 임대업무를 오랜 기간 중개보조원에게 전적으로 맡겨놓고 임차인의 거주 현황, 임대차계약의 내용 등에 관해 제대로 확인하지 않는 등 지휘·감독권의 행사를 게을리하여 중개보조원이 불법행위에 이르게 된 점",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1972&ccfNo=1&cciNo=2&cnpClsNo=1
84,부동산/임대차,459,전세사기 피해자 지원,6439,전세사기피해자 유형,전세사기피해자는 어떤 사람들을 말하나요?,"◇
전세사기피해자의 구분 및 요건
☞ 법률상 전세사기피해를 입은 피해자는 다음과 같이 구분됩니다. <유형 1>에 해당하는 사람은 “전세사기피해자”라 하며, <유형 1>, <유형 2> 및 <유형 3>에 해당하는 사람 모두를 “전세사기피해자등”이라 합니다.
[표]
구 분 | 요건
유형 1 | 다음의 요건을 모두 갖춘 사람으로서 전세사기피해지원위원회의 심의·의결을 거쳐 국토교통부장관이 결정한 임차인 ① 주택의 인도와 주민등록을 마치고(이 경우 전입신고를 한 때 주민등록을 한 것으로 봄) 확정일자를 갖출 것(임차권 등기를 마친 경우 또는 전세권이 설정된 경우 포함) ② 임차보증금이 5억원 이하일 것(다만, 임차보증금 상한액은 시·도별 여건 및 피해자의 여건 등을 고려하여 2억원의 범위에서 상향 조정될 수 있음) ③ 임대인의 파산 또는 회생절차 개시, 임차주택의 경매 또는 공매절차의 개시(국세 또는 지방세 체납으로 인하여 임차주택이 압류된 경우 포함), 임차인의 집행권원 확보 등에 해당하여 2명 이상의 임차보증금반환채권을 변제받지 못하는 피해가 발생했거나 발생할 것이 예상될 것 ④ 임대인등에 대한 수사 개시, 임대인등의 기망, 임차보증금을 반환할 능력이 없는 사람에 대한 임차주택의 양도 또는 임차보증금을 반환할 능력 없이 다수의 주택 취득·임대 등 임대인이 임차보증금반환채무를 이행하지 않을 의도가 있었다고 의심할 만한 상당한 이유가 있을 것 ※ 다만, 경매 또는 공매 절차가 완료된 임차인의 경우 ① 또는 ③의 요건은 제외
유형 2 ( 유형 1 의 일부 요건 충족 ) | 위 유형 1의 ①, ③ 및 ④의 요건을 모두 충족하는 사람으로서 전세사기피해지원위원회의 심의·의결을 거쳐 국토교통부장관이 결정한 임차인
유형 3 ( 유형 1 의 일부 요건 충족 ) | 위 유형 1의 ② 및 ④의 요건을 모두 충족하고 임차인으로서 임차주택(적법한 임대권한을 가지지 않은 사람과 임대차계약이 체결된 주택 포함)을 인도(과거에 인도받았거나 인도가 불가능했던 경우 포함)받았으며, 전입신고를 하고 확정일자를 받은 사람으로서 전세사기피해지원위원회의 심의·의결을 거쳐 국토교통부장관이 결정한 임차인
[표 끝]
◇
전세사기피해자등에서 제외되는 경우
☞ 다만, 다음 중 어느 하나에 해당하는 경우 전세사기피해자등에서 제외되며, 「전세사기피해자 지원 및 주거안정에 관한 특별법」에 따른 피해지원을 받을 수 없습니다.
·
임차인이 임차보증금 반환을 위한 보증 또는 보험에 가입했거나 임대인이 임차보증금 반환을 위한 보증에 가입하여 임차인에게 보증금의 전액 반환이 가능한 경우
·
임차인의 보증금 전액이 최우선변제가 가능한 「주택임대차보호법」 제8조제1항에 따른 보증금 중 일정액에 해당하는 경우
·
임차인이 「주택임대차보호법」에 따라 대항력 또는 우선변제권 행사를 통하여 보증금 전액을 자력으로 회수할 수 있다고 판단되는 경우",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1972&ccfNo=2&cciNo=1&cnpClsNo=1
